mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,lip_width_mean,lip_height_mean,lip_area_mean,lip_movement_std,eye_aspect_ratio,mouth_aspect_ratio,facial_landmark_std,optical_flow_magnitude,optical_flow_angle,temporal_consistency,frame_difference_std,motion_vectors_mean,psnr_mean,ssim_mean,blurriness_index,lip_sync_error,audio_visual_correlation,feature_mismatch_score,deepfake_artifact_score,generative_adversarial_score,audio_kurtosis,audio_skewness,visual_kurtosis,visual_skewness,temporal_entropy,spectral_entropy,lip_audio_correlation,eye_blink_rate,facial_symmetry_score,micro_expression_consistency,breathing_pattern_consistency,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,audio_feats_mean,audio_feats_std,audio_feats_skew,audio_feats_kurtosis,visual_feats_mean,visual_feats_std,visual_feats_skew,visual_feats_kurtosis,mfcc_feats_mean,mfcc_feats_std,mfcc_feats_range,audio_visual_corr_1,audio_visual_corr_2,audio_visual_corr_3,audio_visual_corr_4,lip_consistency_score
-0.6591124203384631,1.7299346250470278,0.6006937797933523,-0.4678135836473763,0.1266813001340682,-1.249358673065212,1.0089894918610012,1.399844516666026,1.5400789719059311,1.125819543537975,-0.3203967151403941,0.8941453094163435,1.4607373878971444,0.9450901498472682,0.853261689329006,0.1912448693992219,-0.905864781630778,1.8553251068582688,-0.0366523140045311,1.2142028459388448,2.4780060764095144,0.9084252136380324,-0.01986451388156341,-0.935612555967339,-0.7274047828604855,1.264974091849015,-0.5495829929289825,-1.341364321447207,-1.6607878988384537,-0.2166458665142798,0.5707020864619536,0.9978777186019054,-0.9891245930157664,1.3774508010330713,-1.2126143592359462,-1.1859647184380278,-1.0615431491406189,0.053139428057045,0.5796647738051259,-2.6756549942573766,0.3530661194954252,-1.6781573824893123,-2.1951793553997443,1.8280212512946072,1.0465541680604522,-0.0037318696530074,-2.0225853780393286,-0.4580635400208901,0.448752046768726,-0.4602237369173527,1.5612502134815929,0.6292304324842993,-0.92315968170505,-1.595826643486457,0.8746353492674155,0.8410287424321053,0.7560638784929621,5.714621852953629,0.4576698005870911,0.0938210632308535,0.7644639931071323,1.2347832320992451,0.6874234349630624,0.0314395356898659,0.9682759544843486,0.0961551416701577,-0.4879225396482824,0.12146976681833,-1.0695652124632256,1.0443166239925032,-0.0045552377083586,-3.772165558790301,0.0816895041326004,1.0658864001363504,0.5591968332982483,-1.2006317762488252,0.47745884551419,0.9708110316462776,2.97929329811224,0.0482731962853239,0.030676271774563675,2.0538373675122905,0.3331976098652008,0.7956168921864705
0.5231754528373392,0.3483249588895254,0.1856682075591563,0.6217444878256432,0.032244270799323134,0.1358914143138872,1.0211384028132735,0.964183434571187,1.777794163030617,0.5605188649500721,-0.8443161809739343,0.3048819210218785,0.2511387434175476,0.8151826087877762,-0.8733966694994213,-0.06288603539046131,0.0052371491401199,0.839379253931732,0.030230539282505423,0.1225907783200021,0.2338564104837705,0.6719920113812231,1.958654794071419,-2.0173773848289542,0.21283347290864107,0.043967796000747,-0.1771065672046044,-2.363278223127534,0.5802076812550175,-0.1249706368813137,-1.634428467676373,0.0424799727174852,-0.29279023106488,-1.742393167018158,0.0881847191581253,0.5800735297000139,0.6507665853192734,0.2617128326851234,0.108111974560164,2.5454922225707755,-0.1036923936686739,0.8010918391602303,-0.313352755818858,1.967321961495189,-0.4368415986398874,-0.6849991243323016,-0.1004921194439377,-0.7280189055105728,-1.2486564338938346,0.7276023542578748,-3.0626487136846983,-0.7175333559993947,-1.341763914551753,0.1421694001938618,-2.1891156697312013,0.5478508449449205,0.6560899268275224,-1.6326180452350747,0.190602702832918,0.5160592838201955,0.940300374416188,-1.4689293366164615,-1.6095946425032448,1.5026492216700915,-0.8218897053196192,-0.5274041750085541,0.6330945237528776,-0.14574682743794498,0.0053582526289807,0.6679142595763653,0.2100584479485614,-1.6943984659296394,0.2910262869966016,1.3503085121217266,-0.3322724775011523,-0.2156699310429761,0.5090004660762404,0.6509670956914357,2.6221103440045512,0.1758689328403536,1.5690623712626752,0.6321507630627936,0.060040284225387805,1.5209996044933884
-0.5772011858972084,0.3886214802009952,0.5480286120879263,-0.6816507905692808,0.7041085429664431,0.6541383759513081,0.7233175788890196,-0.4077923770105933,0.779922164828575,0.5200022806751929,0.6401846447565608,1.6777885630885263,0.3277741899254117,-0.6069622239974672,-1.1104545309994642,-0.06288603539046131,0.3573076760354481,1.6700219883202243,-2.02955219120047,0.910667087786442,-0.2611373354206281,-0.3535209948811711,-0.764807840148591,-0.029246623010098203,0.6135361772832246,-1.1423820250394403,0.1649214379250712,0.7061143306804705,0.1780105259259068,1.1078403000269388,-1.0900385438891824,-2.2543576731044745,0.1867175607682366,0.1806257694050798,0.3111864967043543,1.1069790979677012,-0.7524632532933067,-0.2384833043326603,-0.9226578080015512,0.2919696118815151,-0.0722989995628926,0.7018220302806755,0.3009466048591592,-0.6875224224957607,-0.1454715995437182,0.9298964446296162,0.6831292450600224,-0.5527700132266294,-0.6174963756639779,0.025945463282857573,-0.4294113335823641,-1.7357889304385166,2.0670696873861147,-0.8551181568667101,1.1089808553132174,1.8181062078919903,0.2162014085279884,-0.1000142563869064,-1.3223652560550825,-0.5046001216487757,1.603965047869026,-0.042956983800949554,0.0283482074588373,1.3121232091756625,0.696290548455716,-0.1478731477797628,0.216255835673597,-0.7680650374313074,0.0528788293951362,0.5580822259424791,0.1597861020761233,-2.4046041488361336,-0.3601879063298265,0.4584026821962033,1.514912878851305,2.5902184205833887,0.4141223241639554,0.6679578120954967,2.359439353657807,0.0843088550102311,-0.5367589911476625,0.00892988950441455,-0.3391444008318637,0.5707126318879348
-1.372079187269614,1.179942130038464,0.731898069234381,1.25451870238119,0.8007019475455768,0.0769537710380318,0.5587238369444854,-0.1564773761231584,1.0675040738714707,1.2434691283459636,-0.779375325260117,-0.6518885825313808,-0.3089600145979074,-2.1045827987653323,0.1380784084175468,-1.8861287039510264,-0.11987185165434995,0.8652897561352498,-0.4768764606438356,1.677115870186871,-1.4605008994184878,1.1912606816318323,0.6751370564069208,-1.716033248310689,2.7107942990405327,-0.0637452855039661,0.13781335575238665,-1.407087194784017,-0.220018027659674,-0.1274068723899597,-0.6973544714603356,-0.2977961562239601,-0.08557101800999203,-0.3876298326632463,-1.934964117240471,-0.1493614956496412,-1.1674776533732782,0.3537706308913895,-0.9793002302826354,1.6633603549158005,1.3140749815246042,-0.948748695268,1.061256258512118,-0.4333895666861532,1.7531948020655854,-0.3651526131982133,-0.8404929855066914,0.6872384503952884,-0.4357897296236359,-0.8414495141290085,-0.4778398507037911,-0.0446065321830014,1.342180131244854,-1.934087745459577,0.0865824397233009,0.624903594654043,0.1934485749917961,1.309865169433534,-0.0743453297585242,-0.1845514421859451,0.5923295470133433,0.0993138149513496,-0.390408738280471,0.5161440395863797,-0.6525282932166452,-0.6111771520193271,-0.5279940217656136,1.353069160166407,0.2883791611326989,0.873916303712677,-1.3664262340985749,2.0700660849286194,0.4504994946734921,1.3947899794348817,-0.0537209246588082,-0.4111196527995666,0.3524488561070237,0.9334816909517338,2.626597889650804,0.421433042897,-0.6405354013931442,-1.821151024584598,1.8629620734129977,1.616081205305905
0.1980786170315993,-0.02113561760699393,0.02995544140709127,0.7786827457257895,0.4653840768191756,0.0769537710380318,-0.9024147207441254,-0.4818643154847231,-2.429755297682545,0.2357870641980336,0.0263412887474352,0.1884789910894864,0.5043190155645603,0.3858214864322229,-0.1103831806460352,0.0486680431627524,-1.4043164166961697,-0.5837206456894258,0.0504710536834613,-0.7358535759123606,0.8601507958725464,0.017352935030456148,0.2163054112483163,0.1165656568153358,0.7462775936104097,0.900791174028302,0.6940326109679394,-2.106006201383133,0.03960067374339848,1.527308224194598,0.3178757156785306,0.2366469126728498,-0.890831680130782,-1.9483785067321515,-0.7387152655423863,-0.5401390394636103,-1.5548507313518154,-0.958914090005988,-0.7334251668172389,-1.5110063216284078,-0.770226983110142,0.5435243325500279,0.6816606513974395,2.3803877461644896,1.125679932123462,0.2431030583284144,-0.6202642966676787,0.2937473516739988,0.043219051805680586,-0.5133130890056609,0.7837313967528776,-1.3980980146818751,-0.2443998355375105,0.5558584593174067,0.18166724567267953,-0.2067544034292712,-0.1377858611922804,-0.8356012406877456,1.1739009315742082,-1.018037671922815,0.3181593274098852,0.4136478982823735,-0.9486219012089668,0.0731042543807433,-0.9096321727447022,1.3910424750559454,-1.138782936976213,-0.6538970942319644,0.1400045614038695,0.7499952385425468,-1.7364446819956745,3.05615719133203,0.2956498587847761,1.2115397985976173,0.1506275748117644,0.4483707220700301,-0.213475727811097,0.9678641049548556,3.2084380434083344,-0.03587255162473556,0.1175672542757004,0.0794582215553121,0.2192170667367025,0.8824019250785091
0.014589724800386792,1.3045763173768448,0.3704497055476203,-0.6397179310213059,-0.3728846404059525,-0.8619675763533182,-0.7422023370627401,1.0245007085877764,-0.1810546467784359,0.8331968773788306,-0.04523870381850229,-0.3951474450668278,-1.295105828525466,0.4329270653711574,-0.8203071082183578,0.0006069395391477,0.1685217265160906,1.8571953244294213,0.3229033582908235,-0.4571012266942309,0.6258426321337087,0.8151561387508278,1.2048456888017018,-0.9228900109176962,1.2909170533163898,0.09977920515857797,1.2686051989456146,1.4505179738702445,-0.4347346943036401,1.6894249659055596,0.3239191135960471,-0.0387685087907072,-0.4645260564705251,-0.5811793815439197,-0.005240133521246,-1.1537552442572634,-1.887150378314409,-0.9726239298200248,1.5341927940578286,0.1200392208523144,2.5453633343571704,-0.0669153635500673,0.0294328650912841,0.771460256504212,-1.2763875056960454,-0.9784269986749018,-1.5971669277360845,0.836789645350817,-0.8611198353332687,-2.1379344009477634,-0.4617984392784291,0.0037387616521917,-0.1711447792673823,-0.009932073969604804,-0.4890178414738048,1.039678629097516,-0.1676285246575167,0.363988105200937,0.1095550400736611,-1.0135928836963746,1.349239719323991,-0.6516382099741754,0.8087479499042194,0.7289737639047655,-1.4989288908527638,-3.299570750869665,0.020269410677504537,-0.2895261324569625,-0.0433291957319977,0.7402811407477312,-0.1978676296488817,1.4376826231411304,-0.015542560224914,1.2280074356664368,-0.386790246927922,-1.881924193097693,0.0339749032202491,0.7889856241960909,2.166543893730163,-0.7928403670887475,-0.0806226872878971,-0.0271632971854342,1.0802260232219436,1.3113087301355475
0.5757899772517827,0.0549758715622852,-0.4953244105437042,0.1411348907452987,0.2670103334301744,1.7899364863062823,-0.8723402853002961,-0.5559134963140018,0.2847355570693363,-0.2560537903952518,-0.1000410377306001,1.0703518353637609,-2.820266503429235,-0.5979493450178113,-1.7423692262512491,-1.1958164369040705,2.40462449207247,0.5981681339527561,0.951564925058104,-0.0805296497864313,0.7587138248319099,-1.7665645075202492,1.0382984117696008,-0.8198441185598999,-0.5313158193259131,0.5051510704546522,0.13781335575238665,-0.1237396892543192,-1.3630961535803188,0.0998136688216418,1.7605613534832285,-0.532487096099794,1.3149370453402958,-0.8726919359140094,0.0065478917183737,1.5353277333766129,-1.8813999126996093,1.053985483377074,1.9746523622218093,-1.32895593107585,-0.5270169873833069,-0.7727388029500236,1.3046027033473253,1.276694199339649,1.4493091228686754,-0.032838350655947,-0.01897707974074146,-0.022881681431273893,-0.8830551216083591,1.124176785112353,1.6338702782782046,-1.0206019727813198,-1.03943096290067,0.0399819342301246,0.956128605741,-1.1338191937539537,0.2270157369559058,-0.5904269540597518,-0.009065346543790107,-0.7978868214958904,0.7718030002741793,-0.1582148108177082,-0.9371405236810428,0.0636899554268884,-1.9379733144883529,-0.5590945721049398,0.3374010703246616,-1.7717547790318953,0.5286164612581253,1.1339516702655807,-1.6373564492875377,-0.6559383754918584,-0.022604642593834,1.3902806969260344,-0.3218395275106281,-1.9805171981612053,0.1586884942870888,0.7351636174372426,2.6622767716065785,-1.8619333463755128,-0.802333471815752,-1.0695708533966506,0.060040284225387805,1.1784833288796508
0.0339946059773373,-0.2799792374936668,0.249099485194906,0.2887857394807817,-0.5242252762616034,1.1012451800493095,-0.8370368376932005,0.3902011300250052,-0.3393777406634862,-0.1397969566072651,-0.2774182051649825,-0.6608280903451461,0.6587309325269126,-0.0945520944777565,1.369218906765478,-0.9514111545759224,-2.1968699040817072,0.3947588157624624,1.722639519831539,0.4887957376626737,-0.9424090970433078,-1.0229202462373213,2.025833224222961,-0.3793804455026351,-1.0149057817628744,1.1904197203597815,-0.1472331482229168,-2.027353342775956,2.0828971381367394,0.5844064903220275,-0.7116726423833752,1.3957919052639414,-1.0478331601662507,-1.1080283019249035,-0.8917460229149975,1.9395074291573189,0.8454164540220501,-0.5479416108931856,1.705619037784465,-3.787004849359975,0.914056753502016,1.9304106910200465,1.5064412946916783,0.0768974244818669,0.5660777808112863,-0.7171143442464695,0.0251478365766599,-0.1642158262770088,-0.2217187712397445,1.134656609125006,0.2149494354984865,1.6931722937926947,0.2479759057771478,2.1913125827691764,1.2272100264567665,-0.0868005966324688,0.1745973177674433,-0.8399866244652847,0.1602067774364233,-0.9825190622626732,1.3303696369401603,-0.3436082011150521,0.3556482133676261,-2.281294185521013,-0.2671296507633218,-0.3716613811056544,0.9209234013269404,0.5224888532728088,0.6811736371353826,1.2202551046389043,0.0185556841871801,-4.9420682868719314,0.0427623303183488,0.9795512297644556,0.9875368569783164,0.8549833397055417,-0.0829446836251675,0.5335344973831727,1.93828201774251,0.5605005675385318,3.9106901142636152,-0.5715143695036954,0.1666635915455039,1.187604747738885
-1.1534825308886436,-0.370036612568197,0.02995544140709127,-0.5902219663056348,-0.081874177190839,0.563673654270156,-0.2686778775249567,0.3476735422449994,-2.179788661390245,-0.0568368522069497,-1.6795027929134034,-1.2083035156593327,-0.1871655478638609,1.2762639878735544,0.3712067634700587,0.0182309971371171,-0.0195303894671022,-0.7136288932044673,-0.5439834133726836,0.4273760454707971,-1.3853605184444944,0.5930540502830212,-0.3885070671188527,-0.029246623010098203,0.9610934572320832,-1.67308401250574,-0.5815807632272181,-0.8555276879406237,-1.812727965073143,0.018016539183872336,1.64125584526534,0.6095098962124401,1.917287968605754,0.8290984400183357,-0.7418431610084755,-0.381771196674043,1.7884361802403073,0.4375062034730363,-0.5773420157083338,-0.0099931705792069,3.287761187388739,-0.1411496723428056,-0.3257388931826199,0.1133344639053018,-0.2427285893110286,0.1227289077054837,1.2869472861164193,-0.1245484796864237,-1.1627104393277614,-0.1616437944786109,-0.4644017814099108,1.4238989372468511,1.1711190647375709,0.1075250004307988,-0.9770225263324678,-1.2258922634399458,0.0151232615845536,0.10190744055491248,-0.3746228193260549,-0.4801695842072341,-0.5927992331786469,-0.0233939602439462,-2.382762352073065,-1.10132662876971,-0.6270508454473506,1.2075031949519206,-2.6792410028482934,-4.120763426467412,-0.0384827104347032,0.3301663128355688,1.5266570353765292,2.855611005525976,0.3922050273771806,0.7243660336295044,1.0136766308163416,0.7265443776774996,-0.6070343445575497,0.8552979293631955,2.743462315660401,0.2594648259936317,0.0548376452266904,0.00892988950441455,-0.1197027289348248,0.8716538699208106
-0.7837656655863965,-0.6905410523162594,-0.9161919154812423,-0.8318222082304447,-0.0671782900493552,-0.7157599891107518,0.6820520657126199,1.4872461553359273,-0.580053241370043,0.239404500535377,0.4996851103029338,0.4720022709192744,0.0759552679160874,0.7426824183597224,0.4822489526806572,-1.2376624223272978,0.8691560643892732,0.8872908372667421,-0.7632861041785816,0.037937835447602,0.6833289928110694,-0.2093138195793615,1.0729780477660118,2.3638724946193608,-0.7859860326349823,-1.3810446031537749,0.3038185956048757,0.7215625051261435,-0.2308663738447689,1.4532606633210343,-2.1386057997232486,0.6929186230316111,-0.6058608207588934,1.7193779062072967,6.043883314931639,0.0414332517914592,0.6504428640914198,0.8595878869798019,-0.3871306497895146,1.454588782067762,0.0253884205424101,-1.9196731561976563,-0.0138377460942372,-0.6897277740641738,-0.493122822399772,1.4436320034688142,-1.2565068942792563,0.8132051867479773,-0.2789629303318085,-0.2797601684958344,0.7903718960517113,0.3400512945688904,0.570612997219531,0.9681846605328612,-0.3313083831833227,-0.6122367345077503,-1.085150526557798,-0.8254105299789551,2.949094425308725,1.2446795807367868,-1.3510743662080211,-1.32245795674357,0.4818660617184915,0.547264797377967,0.5488838353173644,-0.2549557935536978,0.020269410677504537,0.3278795241593574,-0.0651794571410285,1.2998124319180642,-1.4903001843414545,1.861267514551523,0.397992892391809,1.031827308089332,0.6163185458994623,0.0020434366820625,-0.1004101882781967,0.7723431860340773,2.403438070817169,-0.1799236238878948,-2.05976715548578,-0.0327106673796938,-0.6391679184502326,1.0902639228895843
